parent_cluster_name,parent_cluster_type,child_cluster_name,menu_item_id,variant_id,source_item_id,source_item_kind,item_row_count,addon_row_count,raw_name_count,raw_names,mapping_is_verified,historical_merged_source_names
Eggless Chocolate Overload,Ice Cream,MINI_TUB_200ML,09d510e1-6514-5dba-95ea-cfc3639b84e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,54012795,addon,0,15,1,Eggless Chocolate Overload 200ml,True,
Eggless Chocolate Overload,Ice Cream,MINI_TUB_200ML,09d510e1-6514-5dba-95ea-cfc3639b84e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,54012796,addon,0,6,1,Eggless Chocolate Overload 200ml,True,
Eggless Chocolate Overload,Ice Cream,MINI_TUB_200ML,09d510e1-6514-5dba-95ea-cfc3639b84e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,54012800,addon,0,4,1,Eggless Chocolate Overload 200ml,True,
Eggless Chocolate Overload,Ice Cream,MINI_TUB_200ML,09d510e1-6514-5dba-95ea-cfc3639b84e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,54012801,addon,0,2,1,Eggless Chocolate Overload 200ml,True,
Eggless Chocolate Overload,Ice Cream,MINI_TUB_200ML,09d510e1-6514-5dba-95ea-cfc3639b84e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,54012828,addon,0,4,1,Eggless Chocolate Overload 200ml,True,
Eggless Chocolate Overload,Ice Cream,MINI_TUB_200ML,09d510e1-6514-5dba-95ea-cfc3639b84e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,54012829,addon,0,16,1,Eggless Chocolate Overload 200ml,True,
Eggless Chocolate Overload,Ice Cream,MINI_TUB_200ML,09d510e1-6514-5dba-95ea-cfc3639b84e1,74f43046-a2ff-5e69-9b78-1724b6f0a030,54012830,addon,0,5,1,Eggless Chocolate Overload 200ml,True,
Eggless Chocolate Overload,Ice Cream,PERFECT_PLENTY_300ML,09d510e1-6514-5dba-95ea-cfc3639b84e1,c6438ece-1c0e-5db1-860f-27f45090a616,1287195519,item,183,0,5,Chocolate Overload (Regular Tub (220gms)) | Chocolate Overload Ice Cream (Regular Tub (220gms)) | Eggless Chocolate Overload (Perfect Plenty (300ml)) | Eggless Chocolate Overload (Regular Tub (220gms)) | Eggless Chocolate Overload (Regular Tub (300ml)),True,
Eggless Chocolate Overload,Ice Cream,REGULAR_SCOOP_120GMS,09d510e1-6514-5dba-95ea-cfc3639b84e1,b747b32a-ee01-59b9-b443-75581bb57863,1287195517,item,316,0,3,Chocolate Overload Ice Cream (Regular Scoop (120gm)) | Eggless Chocolate Overload (Regular Scoop (120gm)) | Eggless Chocolate Overload (Regular Scoop),True,
Eggless Chocolate Overload Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,03c6d171-50c2-597d-92bb-b039e2384761,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,1964e2af-f261-540b-918f-88f6142d9fbc,unknown,0,0,0,,True,Chocolate Overload | Chocolate Overload (60gm) | Chocolate Overload Sample
Eggless Chocolate Overload Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,03c6d171-50c2-597d-92bb-b039e2384761,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,312d2a9a-79ee-5feb-bea3-4dcd3f11cc25,unknown,0,0,0,,True,Chocolate Overload | Chocolate Overload (60gm) | Chocolate Overload Sample
Eggless Chocolate Overload Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,03c6d171-50c2-597d-92bb-b039e2384761,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,54290381,addon,0,29,2,Chocolate Overload (60gm) | Eggless Chocolate Overload Ice Cream Small Scoop,True,Chocolate Overload | Chocolate Overload (60gm) | Chocolate Overload Sample
Eggless Coconut & Pineapple,Ice Cream,JUNIOR_SCOOP_60GMS,1cc49103-5647-5181-816b-dc759baed982,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,54897583,addon,0,17,3,Coconut & Pineapple (60gm) | Eggless Coconut & Pineapple Small Scoop | Eggless Coconut &amp; Pineapple Small Scoop,True,
Eggless Coconut & Pineapple,Ice Cream,JUNIOR_SCOOP_60GMS,1cc49103-5647-5181-816b-dc759baed982,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,9d14abd7-7e48-5bae-b334-c242d0a228a1,unknown,0,0,0,,True,
Eggless Coconut & Pineapple,Ice Cream,MINI_TUB_200ML,1cc49103-5647-5181-816b-dc759baed982,74f43046-a2ff-5e69-9b78-1724b6f0a030,54897456,addon,0,11,1,Eggless Coconut & Pineapple 200ml,True,
Eggless Coconut & Pineapple,Ice Cream,MINI_TUB_200ML,1cc49103-5647-5181-816b-dc759baed982,74f43046-a2ff-5e69-9b78-1724b6f0a030,54897457,addon,0,5,1,Eggless Coconut & Pineapple 200ml,True,
Eggless Coconut & Pineapple,Ice Cream,MINI_TUB_200ML,1cc49103-5647-5181-816b-dc759baed982,74f43046-a2ff-5e69-9b78-1724b6f0a030,54897517,addon,0,11,1,Eggless Coconut & Pineapple 200ml,True,
Eggless Coconut & Pineapple,Ice Cream,MINI_TUB_200ML,1cc49103-5647-5181-816b-dc759baed982,74f43046-a2ff-5e69-9b78-1724b6f0a030,54897518,addon,0,5,1,Eggless Coconut & Pineapple 200ml,True,
Eggless Coconut & Pineapple,Ice Cream,MINI_TUB_200ML,1cc49103-5647-5181-816b-dc759baed982,74f43046-a2ff-5e69-9b78-1724b6f0a030,54897562,addon,0,2,1,Eggless Coconut &amp; Pineapple 200ml,True,
Eggless Coconut & Pineapple,Ice Cream,MINI_TUB_200ML,1cc49103-5647-5181-816b-dc759baed982,74f43046-a2ff-5e69-9b78-1724b6f0a030,54897565,addon,0,23,1,Eggless Coconut & Pineapple 200ml,True,
Eggless Coconut & Pineapple,Ice Cream,MINI_TUB_200ML,1cc49103-5647-5181-816b-dc759baed982,74f43046-a2ff-5e69-9b78-1724b6f0a030,54897566,addon,0,4,1,Eggless Coconut & Pineapple 200ml,True,
Eggless Coconut & Pineapple Ice Cream,Ice Cream,FAMILY_TUB_725ML,b8623fbc-4da8-5c97-afea-180e45592597,b43993c2-8f3b-541e-af64-c9599eba6e7d,1288273819,item,26,0,4,Coconut & Pineapple Ice Cream (Family Tub (500gms)) | Eggless Coconut & Pineapple Ice Cream (Family Tub (500gms)) | Eggless Coconut & Pineapple Ice Cream (Family Tub (700ml)) | Eggless Coconut & Pineapple Ice Cream (Family Tub (725ml)),True,Coconut & Pineapple | Coconut & Pineapple (60gm)
Eggless Coconut & Pineapple Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,b8623fbc-4da8-5c97-afea-180e45592597,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,1288273815,item,6,0,1,Eggless Coconut & Pineapple Ice Cream (Junior Scoop (60gm)),True,Coconut & Pineapple | Coconut & Pineapple (60gm)
Eggless Coconut & Pineapple Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,b8623fbc-4da8-5c97-afea-180e45592597,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,1b1efe89-862a-5983-bdf4-88186e54eb7c,unknown,0,0,0,,True,Coconut & Pineapple | Coconut & Pineapple (60gm)
Eggless Coconut & Pineapple Ice Cream,Ice Cream,MINI_TUB_200ML,b8623fbc-4da8-5c97-afea-180e45592597,74f43046-a2ff-5e69-9b78-1724b6f0a030,1288273817,item,269,0,8,Coconut & Pineapple Ice Cream (Mini Tub (160gms)) | Coconut & Pineapple Ice Cream (Mini tub (160gms)) | Coconut &amp; Pineapple Ice Cream (Mini Tub (160gms)) | Eggless Coconut & Pineapple Ice Cream (Mini Tub (160gms)) | Eggless Coconut & Pineapple Ice Cream (Mini tub (160gms)) | Eggless Coconut & Pineapple Ice Cream (Mini tub (200ml)) | Eggless Coconut &amp; Pineapple Ice Cream (Mini Tub (160gms)) | Eggless Coconut &amp; Pineapple Ice Cream (Navratri) (Mini Tub (200ml)),True,Coconut & Pineapple | Coconut & Pineapple (60gm)
Eggless Coconut & Pineapple Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,b8623fbc-4da8-5c97-afea-180e45592597,b747b32a-ee01-59b9-b443-75581bb57863,1288273816,item,146,0,4,Coconut & Pineapple Ice Cream (Regular Scoop (120gm)) | Eggless Coconut & Pineapple Ice Cream (Regular Scoop (120gm)) | Eggless Coconut & Pineapple Ice Cream (Regular Scoop) | Eggless Coconut &amp; Pineapple Ice Cream (Regular Scoop),True,Coconut & Pineapple | Coconut & Pineapple (60gm)
Eggless Coconut & Pineapple Ice Cream,Ice Cream,REGULAR_TUB_300ML,b8623fbc-4da8-5c97-afea-180e45592597,95cd7af2-383e-5449-893f-83f53bb658bf,1288273818,item,218,0,6,Coconut & Pineapple Ice Cream (Regular Tub (220gms)) | Coconut &amp; Pineapple Ice Cream (Regular Tub (220gms)) | Eggless Coconut & Pineapple Ice Cream (Regular Tub (220gms)) | Eggless Coconut & Pineapple Ice Cream (Regular Tub (300ml)) | Eggless Coconut & Pineapple Ice Cream (navratri) (Regular Tub (300ml)) | Eggless Coconut &amp; Pineapple Ice Cream (Regular Tub (300ml)),True,Coconut & Pineapple | Coconut & Pineapple (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,FAMILY_TUB_725ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,b43993c2-8f3b-541e-af64-c9599eba6e7d,1283123231,item,24,0,6,Eggless Coffee Mascarpone Ice Cream (Family Feast (725ml)) | Eggless Coffee Mascarpone Ice Cream (Family Feast) | Eggless Coffee Mascarpone Ice Cream (Family Tub (500gms)) | Eggless Coffee Mascarpone Ice Cream (Family Tub (700ml)) | Eggless Coffee Mascarpone Ice Cream (Family Tub (725ml)) | Eggless Coffee Mascarpone Ice Cream (navratri) (Family Tub (725ml)),True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,1285048022,item,10,0,2,Eggless Coffee Mascarpone Ice Cream (Junior Scoop (60gm)) | Eggless Coffee Mascarpone Ice Cream (Junior Scoop),True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,41cf69a4-7008-5928-84c1-4caf7a8647df,unknown,0,0,0,,True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,54290378,addon,0,18,1,Eggless Coffee Mascarpone Ice Cream Small Scoop,True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,a352c745-890c-57a5-b5ee-450f633ec0b6,unknown,0,0,0,,True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_160GMS,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,a1df2a57-b94a-56db-b890-3cba1e7aa15c,c2928346-f269-556b-bb16-8d7905e3a806,unknown,0,0,0,,True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_200ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,74f43046-a2ff-5e69-9b78-1724b6f0a030,1284985314,item,73,0,3,Eggless Coffee Mascarpone Ice Cream (Mini Tub (160gms)) | Eggless Coffee Mascarpone Ice Cream (Mini tub (160gms)) | Eggless Coffee Mascarpone Ice Cream (Mini tub (200ml)),True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_200ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217644,addon,0,2,1,Eggless Coffee Mascarpone Ice Cream 200ml,True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_200ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217650,addon,0,14,1,Eggless Coffee Mascarpone Ice Cream 200ml,True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_200ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,74f43046-a2ff-5e69-9b78-1724b6f0a030,51949298,addon,0,12,1,Eggless Coffee Mascarpone Ice Cream 200ml,True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_200ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975419,addon,0,1,1,Eggless Coffee Mascarpone Ice Cream 200ml,True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_200ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975430,addon,0,2,1,Eggless Coffee Mascarpone Ice Cream 200ml,True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_200ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975431,addon,0,29,1,Eggless Coffee Mascarpone Ice Cream 200ml,True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_200ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975432,addon,0,8,1,Eggless Coffee Mascarpone Ice Cream 200ml,True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,MINI_TUB_200ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,74f43046-a2ff-5e69-9b78-1724b6f0a030,52320264,addon,0,1,1,Eggless Coffee Mascarpone Ice Cream 200ml,True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,b747b32a-ee01-59b9-b443-75581bb57863,1284985315,item,74,0,2,Eggless Coffee Mascarpone Ice Cream (Regular Scoop (120gm)) | Eggless Coffee Mascarpone Ice Cream (Regular Scoop),True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Coffee Mascarpone Ice Cream,Ice Cream,REGULAR_TUB_300ML,c9b75532-8b1c-5a96-bf9d-1bf64d857f5a,95cd7af2-383e-5449-893f-83f53bb658bf,1283123230,item,134,0,6,Eggless Coffee Mascarpone Ice Cream (Perfect Plenty (200gms)) | Eggless Coffee Mascarpone Ice Cream (Perfect Plenty (300ml)) | Eggless Coffee Mascarpone Ice Cream (Perfect Plenty) | Eggless Coffee Mascarpone Ice Cream (Regular Tub (220gms)) | Eggless Coffee Mascarpone Ice Cream (Regular Tub (300ml)) | Eggless Coffee Mascarpone Ice Cream (navratri) (Regular Tub (300ml)),True,Coffee Mascarpone Ice Cream | Eggless Coffee Mascarpone (60gm)
Eggless Design Your Indulgence Duo Ice Creams,Combo,DUO_200ML_200ML,352d7c2f-4f89-5cf1-bfe5-1f0b84cc05bb,d755256f-e108-56e3-b125-be7736f091af,1284128669,item,104,0,2,Eggless Design Your Indulgence Duo | Eggless Design Your Indulgence Duo Ice Creams (200ml+200ml),True,
Eggless Fig & Orange Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,c49be7fe-2ec3-52b1-8557-dd6485828789,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,1285041580,item,7,0,2,Eggless Fig Orange Ice Cream (Junior Scoop) | Fig & Orange Ice Cream (Junior Scoop (60gm)),True,Eggless Fig & Orange
Eggless Fig & Orange Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,c49be7fe-2ec3-52b1-8557-dd6485828789,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,5e83a316-9dad-597a-ab5c-5bbccc4a1544,unknown,0,0,0,,True,Eggless Fig & Orange
Eggless Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,c49be7fe-2ec3-52b1-8557-dd6485828789,74f43046-a2ff-5e69-9b78-1724b6f0a030,53507744,addon,0,2,2,Eggless Fig &amp; Orange 200ml | Fig &amp; Orange 200ml,True,Eggless Fig & Orange
Eggless Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,c49be7fe-2ec3-52b1-8557-dd6485828789,74f43046-a2ff-5e69-9b78-1724b6f0a030,55826298,addon,0,8,1,Eggless Fig & Orange 200ml,True,Eggless Fig & Orange
Eggless Fig & Orange Ice Cream,Ice Cream,MINI_TUB_200ML,c49be7fe-2ec3-52b1-8557-dd6485828789,74f43046-a2ff-5e69-9b78-1724b6f0a030,55826299,addon,0,5,1,Eggless Fig & Orange 200ml,True,Eggless Fig & Orange
Eggless Just Chocolate,Ice Cream,JUNIOR_SCOOP_60GMS,d09315ed-ca80-55d8-9bf6-95b2d11f5627,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,22417fd7-a851-5881-92b5-ed3f01b6a7e2,unknown,0,0,0,,True,
Eggless Just Chocolate,Ice Cream,JUNIOR_SCOOP_60GMS,d09315ed-ca80-55d8-9bf6-95b2d11f5627,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,54290391,addon,0,11,2,Eggless Just Chocolate Small Scoop | Just Chocolate (andra) (60gm),True,
Eggless Just Chocolate,Ice Cream,MINI_TUB_200ML,d09315ed-ca80-55d8-9bf6-95b2d11f5627,74f43046-a2ff-5e69-9b78-1724b6f0a030,54440584,addon,0,8,1,Eggless Just Chocolate 200ml,True,
Eggless Just Chocolate,Ice Cream,MINI_TUB_200ML,d09315ed-ca80-55d8-9bf6-95b2d11f5627,74f43046-a2ff-5e69-9b78-1724b6f0a030,54440585,addon,0,4,1,Eggless Just Chocolate 200ml,True,
Eggless Kulfi Inspired Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,6e62d989-db42-5d76-88e0-4fe6587c97f7,b747b32a-ee01-59b9-b443-75581bb57863,1285670482,item,3,0,1,Eggless Kulfi Inspired Ice Cream (Regular Scoop),True,
Eggless Milk Chocolate Ice Cream,Ice Cream,MINI_TUB_200ML,df01e5ca-e222-5516-8bc6-3b52ed9e3262,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217677,addon,0,1,1,Eggless Milk Chocolate Ice Cream 200ml,True,
Eggless Old Fashion Vanilla Ice Cream,Ice Cream,FAMILY_TUB_725ML,bce18e8a-f930-5b4f-98ae-f89aa6925fe2,b43993c2-8f3b-541e-af64-c9599eba6e7d,1283123373,item,1,0,1,Eggless Old Fashion Vanila Ice Cream (Family Feast),True,
Eggless Old Fashion Vanilla Ice Cream,Ice Cream,PERFECT_PLENTY_300ML,bce18e8a-f930-5b4f-98ae-f89aa6925fe2,c6438ece-1c0e-5db1-860f-27f45090a616,1283123372,item,2,0,1,Eggless Old Fashion Vanila Ice Cream (Perfect Plenty (300ml)),True,
Eggless Old Fashion Vanilla Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,bce18e8a-f930-5b4f-98ae-f89aa6925fe2,b747b32a-ee01-59b9-b443-75581bb57863,1285048167,item,3,0,1,Eggless Old Fashion Vanila Ice Cream (Regular Scoop),True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,FAMILY_TUB_725ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,b43993c2-8f3b-541e-af64-c9599eba6e7d,1283123365,item,40,0,6,Eggless Paan & Gulkand Ice Cream (Family Feast (725ml)) | Eggless Paan & Gulkand Ice Cream (Family Feast) | Eggless Paan & Gulkand Ice Cream (Family Tub (700ml)) | Eggless Paan & Gulkand Ice Cream (Family Tub (725ml)) | Eggless Paan & Gulkand Ice Cream (navratri) (Family Tub (725ml)) | Paan & Gulkand Ice Cream (Family Tub (500gms)),True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,b232792d-48d5-5c35-ab86-144a6fb1e43d,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,1285048068,item,12,0,2,Eggless Paan & Gulkand Ice Cream (Junior Scoop) | Paan & Gulkand Ice Cream (Junior Scoop (60gm)),True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,b232792d-48d5-5c35-ab86-144a6fb1e43d,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,44abde53-30c2-510f-94c7-7d05d26b4ebc,unknown,0,0,0,,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,b232792d-48d5-5c35-ab86-144a6fb1e43d,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,54290379,addon,0,25,1,Eggless Paan &amp; Gulkand Ice Cream Small Scoop,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,b232792d-48d5-5c35-ab86-144a6fb1e43d,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,a76f1a7d-0a75-5abb-9433-0c0cdbe9c449,unknown,0,0,0,,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_200ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,74f43046-a2ff-5e69-9b78-1724b6f0a030,1284985325,item,143,0,4,Eggless Paan & Gulkand Ice Cream (Mini Indulgence (200ml)) | Eggless Paan & Gulkand Ice Cream (Mini tub (200ml)) | Paan & Gulkand Ice Cream (Mini Tub (160gms)) | Paan & Gulkand Ice Cream (Mini tub (160gms)),True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_200ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217614,addon,0,5,1,Eggless Paan &amp; Gulkand Ice Cream 200ml,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_200ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217629,addon,0,15,1,Eggless Paan & Gulkand Ice Cream 200ml,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_200ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217645,addon,0,3,1,Eggless Paan &amp; Gulkand Ice Cream 200ml,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_200ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,74f43046-a2ff-5e69-9b78-1724b6f0a030,51217652,addon,0,14,1,Eggless Paan & Gulkand Ice Cream 200ml,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_200ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,74f43046-a2ff-5e69-9b78-1724b6f0a030,51492579,addon,0,4,1,Eggless Paan & Gulkand Ice Cream 200ml,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_200ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,74f43046-a2ff-5e69-9b78-1724b6f0a030,51949299,addon,0,11,1,Eggless Paan & Gulkand Ice Cream 200ml,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_200ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975421,addon,0,5,1,Eggless Paan &amp; Gulkand Ice Cream 200ml,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_200ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975436,addon,0,1,1,Eggless Paan &amp; Gulkand Ice Cream 200ml,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_200ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975437,addon,0,29,1,Eggless Paan & Gulkand Ice Cream 200ml,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,MINI_TUB_200ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,74f43046-a2ff-5e69-9b78-1724b6f0a030,51975438,addon,0,8,1,Eggless Paan & Gulkand Ice Cream 200ml,True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,REGULAR_SCOOP_120GMS,b232792d-48d5-5c35-ab86-144a6fb1e43d,b747b32a-ee01-59b9-b443-75581bb57863,1284985326,item,185,0,2,Eggless Paan & Gulkand Ice Cream (Regular Scoop) | Paan & Gulkand Ice Cream (Regular Scoop (120gm)),True,
Eggless Paan & Gulkand Ice Cream,Ice Cream,REGULAR_TUB_300ML,b232792d-48d5-5c35-ab86-144a6fb1e43d,95cd7af2-383e-5449-893f-83f53bb658bf,1283123364,item,194,0,8,Eggless Paan & Gulkand Ice Cream (Perfect Plenty (300ml)) | Eggless Paan & Gulkand Ice Cream (Perfect Plenty) | Eggless Paan & Gulkand Ice Cream (Regular Tub (220gms)) | Eggless Paan & Gulkand Ice Cream (Regular Tub (300ml)) | Eggless Paan & Gulkand Ice Cream (navratri) (Regular Tub (300ml)) | Eggless Paan &amp; Gulkand Ice Cream (Perfect Plenty (200gms)) | Eggless Paan &amp; Gulkand Ice Cream (Perfect Plenty (300ml)) | Paan & Gulkand Ice Cream (Regular Tub (220gms)),True,
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,FAMILY_TUB_725ML,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,b43993c2-8f3b-541e-af64-c9599eba6e7d,1283123385,item,49,0,6,Eggless Strawberry Cream Cheese Ice Cream (Family Feast (725ml)) | Eggless Strawberry Cream Cheese Ice Cream (Family Feast) | Eggless Strawberry Cream Cheese Ice Cream (Family Tub (700ml)) | Eggless Strawberry Cream Cheese Ice Cream (Family Tub (725ml)) | Eggless Strawberry Cream Cheese Ice Cream (navratri) (Family Tub (725ml)) | Strawberry Cream Cheese Ice Cream (Family Tub (500gms)),True,Eggless Strawberry Cream Cheese | Strawberry Sample
Eggless Strawberry Cream Cheese Ice Cream,Ice Cream,JUNIOR_SCOOP_60GMS,bb65ae9b-3a09-5e7a-96ec-82aa8beab2e1,e4d57a7d-d262-5fd8-98cb-62ae69804b8d,1285048082,item,26,0,2,Eggless Strawberry Cream Cheese Ice Cream (Junior Scoop) | Strawberry Cream Cheese Ice Cream (Junior Scoop (60gm)),True,Eggless Strawberry Cream Cheese | Strawberry Sample
